"userId","daily_mean_num_call_out","daily_mean_num_call_in","daily_mean_num_call_miss","daily_mean_num_call_ring","mean_num_cont_daily","mean_num_cont_sms_daily","mean_num_cont_sms_in_daily","mean_num_cont_sms_out_daily","mean_num_cont_daily_weekend","mean_num_cont_daily_week","contact_simi_weekWeekend","contact_simi_call_inOut","contact_simi_sms_inOut","contact_simi_smsPhone","sd_sum_dur_call_out_daily","sd_sum_dur_call_in_daily","Qn_sum_dur_call_ring_daily","sd_num_call_out_daily","sd_num_call_in_daily","mean_num_cont_call_daily","mean_num_cont_call_out_daily","mean_num_cont_call_in_daily","mean_num_cont_call_miss_daily","length_sms_mean_daily","length_sms_sd_daily","length_sms_in_mean_daily","length_sms_out_mean_daily","length_sms_in_sd_daily","length_sms_out_sd_daily","max_num_call_daily","max_num_call_out_daily","max_num_call_in_daily","max_num_call_miss_daily","max_num_call_ring_daily","mean_dur_call_out","mean_dur_call_in","huber_dur_call_ring","Qn_dur_call_ring","entropy_contacts_call_out","entropy_contacts_call_in","entropy_contacts_call_miss","entropy_contacts_call_ring","entropy_contacts_sms_in","entropy_contacts_sms_sent","responserate_calls","responserate_sms","Responses_calls","Responses_sms","mean_time_callback","IVI_calls","IVI_call_in","IVI_call_out","IVI_call_ring","IVI_call_miss","IVI_call_week","IVI_call_in_week","IVI_call_out_week","IVI_call_ring_week","IVI_call_miss_week","IVI_call_weekend","IVI_call_in_weekend","IVI_call_out_weekend","IVI_call_ring_weekend","IVI_call_miss_weekend","mean_dur_call_out_night","mean_dur_call_in_night","mean_num_call_nightly","mean_num_call_in_nightly","mean_num_call_out_nightly","mean_num_call_ring_nightly","mean_num_call_miss_nightly","AR_num_calls_out1","AR_num_calls_out4","AR_num_calls_out8","AR_num_calls_out12","AR_num_calls_out24","AR_num_calls_ring1","AR_num_calls_ring4","AR_num_calls_ring8","AR_num_calls_ring12","AR_num_calls_ring24","AR_num_calls_in1","AR_num_calls_in4","AR_num_calls_in8","AR_num_calls_in12","AR_num_calls_in24","daily_mean_num_.com.whatsapp","daily_mean_num_.com.facebook.orca","daily_mean_num_.com.facebook.katana","huberM_dur_.com.whatsapp","huberM_dur_.com.facebook.orca","huberM_dur_.com.facebook.katana","Qn_dur_.com.whatsapp","Qn_dur_.com.facebook.orca","Qn_dur_.com.facebook.katana","E1_sum","E2_sum","E3_sum","E4_sum","E5_sum","E6_sum","age","gender","education"
1,0.866666666666667,0.266666666666667,0.2,0.5,1,0.4,0.3,0.133333333333333,0.75,1.09090909090909,0.764416835302942,0.906845312637514,0.908006966142665,0.908586598890644,296.602727837961,69.2668420118808,0,1.43198279062413,1.79046003206907,0.766666666666667,0.6,0.433333333333333,0.2,52.8,104.713862995538,40.2666666666667,12.5333333333333,96.148926629235,45.50083995688,7,6,3,1,4,179.6875,93.625,1.87065109945686,0,1.90785927686468,1.63629436111989,1.89404374237474,2.039840498595,1.18740158394781,1.03422989514813,1,0.4,0.8,0.333333333333333,0,0.405134532711162,0.400038871986838,0.361892913654438,0.352969169563566,0.249708211770711,0.388822527699243,0.400038871986838,0.346406797919627,0.357888918188171,0.203433123191975,0.291659089538679,NA,0.291692436219523,NA,NA,NA,127.75,0.387096774193548,0.129032258064516,0.0645161290322581,0.161290322580645,0.032258064516129,0.104513646907536,0.00569621366555582,-0.0403702956977518,0.15844844818714,0.0480710161855497,-0.0362916926800288,0.339014143708983,-0.152271482297566,0.0363866075442746,0.00992973302471321,0.155792817646165,0.0712918919962385,-0.0565990414860001,-0.0199308155576217,-0.00327095605077101,21.7333333333333,0.8,0,76.7782360893943,45.3584576939846,NA,61.7873106320055,34.5291148361297,NA,11,16,20,14,10,10,23,"m",4
2,0.266666666666667,0.0666666666666667,0.133333333333333,0.266666666666667,0.933333333333333,0.4,0.366666666666667,0.133333333333333,0.888888888888889,0.952380952380952,0,0,0.661437827766148,0.20032733246125,855.818556879232,19.1913833634342,0,0.691491807283521,1.19577801345871,0.533333333333333,0.266666666666667,0.333333333333333,0.1,51,98.3911966905927,34.5666666666667,16.4333333333333,72.5466239302572,44.4449937705516,5,3,1,2,3,956,75.5,2.42857142857143,1.9057308578,2.28115474653985,0.943147180559945,1.28972077083992,1.50838834314932,2.19591014905531,1.63217904021012,1,0.2,0,0.8,NA,0.423246882396151,0.131229287179424,0.436062068420695,0.435413439173259,0.0815118777867493,0.467415347237495,NA,0.436062068420695,0.412408710439039,0.0815118777867493,0.131351906796548,0.131229287179424,NA,NA,NA,2,75.5,0.225806451612903,0.0645161290322581,0.0967741935483871,0.0645161290322581,0,0.14005912182345,-0.0715272849039736,-0.0277237516543326,-0.0273102209724048,-0.0960245606397659,-0.0150334329907147,0.854009701121204,-0.727579425209016,0.579260222815635,-0.145798198129644,-0.029052132833856,-0.0292049291065423,-0.0295151263130151,-0.0299482151952531,-0.0320054699729694,40.4,4.96666666666667,2.63333333333333,44.8159155657327,37.9376197638034,78.3332168639862,35.3988390947419,32.9362160178891,65.273595100092,9,8,23,11,17,11,21,"m",4
3,0.6,0.966666666666667,0.866666666666667,1.13333333333333,2.33333333333333,0.9,0.8,0.233333333333333,2.77777777777778,2.14285714285714,0.958229669662627,0.680864273508603,0.984573679697882,0.702459170709297,181.787851597695,515.725179644683,1.97280066725864,1.19192686653688,3.13471478473069,1.83333333333333,0.5,1.63333333333333,0.633333333333333,152.233333333333,265.400761807151,114.2,38.0333333333333,170.434616849658,136.076419537049,13,5,7,3,5,141.833333333333,275.413793103448,1,0,1.7538923434018,1.37856917814964,1.39764566700446,1.4656624956793,0.858350692630655,1.18740158394781,0.545454545454545,0.714285714285714,0.6,0.916666666666667,38660,0.425509554157002,0.46543526645903,0.347780206323011,0.38067440741235,0.291499602137878,0.439675570789523,0.467379400245846,0.263641824531052,0.405017995135361,0.291153967859854,0.322006238242689,0.398178349392329,0.366449588113708,0.30995693516285,0.20257979768125,44.5,352.714285714286,0.566666666666667,0.233333333333333,0.0666666666666667,0.133333333333333,0.133333333333333,0.198874608441161,0.167281931815653,0.183268624773191,-0.137380564226055,-0.0454836148724316,-0.184966230711861,0.0455060346006623,-0.0791829417926348,-0.0655536267646144,-0.0301453893776317,0.0804417923195846,0.158655489671809,-0.00722736165469281,0.0562268063816272,-0.0584297608972758,1.8,3.5,3.3,43.1428729366117,23.6169630297478,64.3682458411268,37.3740741780448,17.4897509339957,48.0542251852232,16,24,7,23,21,15,22,"f",5
4,0.3,0.166666666666667,0.166666666666667,0.333333333333333,0.833333333333333,0.433333333333333,0.366666666666667,0.0666666666666667,0.125,1.09090909090909,0.202030508910442,0,0.612372435695794,0.512450038556742,22.228825647235,262.428624122104,0,0.702213249857806,1.21295686972625,0.466666666666667,0.2,0.3,0.166666666666667,75.1,212.215139698471,72.9666666666667,2.13333333333333,206.457056290053,8.15679675689749,4,3,2,1,2,41.25,317.4,1,0,1.47745034476638,0.773011667009256,1.63217904021012,1.94574253416963,0.929268726061533,0.943147180559945,0.5,0.2,0.333333333333333,0,NA,0.297110937430304,0.24208353924706,0.243920897011343,0.289658828274097,0.180221667769147,0.304892666225724,0.24208353924706,0.264592815143405,0.289658828274097,0.180221667769147,NA,NA,NA,NA,NA,NA,388,0.266666666666667,0.133333333333333,0,0.133333333333333,0,0.21066248718683,0.231627338072676,0.36367451536289,-0.112723542255077,-0.0252109872384184,-0.0709996053404324,0.139616162746453,-0.100232982007458,-0.0500726984642853,-0.0769182998714714,-0.0304370226072639,0.115412670340593,-0.0426763668505286,-0.0209631641289609,-0.0297698883507878,30.4666666666667,2.36666666666667,0.666666666666667,34.8369734476569,21.6158220192248,35.905890268,28.7332028545082,17.3688341653283,35.4588781363503,21,12,16,11,15,15,34,"f",5
5,1.2,0.266666666666667,0.433333333333333,1.1,1.23333333333333,0.366666666666667,0.333333333333333,0.0333333333333333,1.125,1.27272727272727,0.504935879426735,0.651215964186803,0,0.594989157359131,691.86245809376,267.966921959349,0,1.64840570834681,2.18774013460277,1.1,0.766666666666667,0.6,0.4,41,68.918742758761,40.2,0.8,68.4439866631454,4.38178046004133,7,6,2,3,5,325.869565217391,255.25,1,0,2.05112923170764,1.74417513828931,2.11564056434739,1.85793679541199,1.86390297032895,0,0.7,0,0.5,0,7542,0.425721637257673,0.335958774594957,0.401856239925414,0.344867798909562,0.331093935958549,0.442844140387752,0.411900693008585,0.403396680275825,0.371670818139657,0.331093935958549,0.318454199168464,0.143659767041117,0.364423522303422,0.147539089559312,NA,737.333333333333,28,0.733333333333333,0.0666666666666667,0.3,0.266666666666667,0.1,0.0532900730336995,0.186298444418089,-0.0514457632616212,-0.0682817123684907,0.171042923085534,0.0560039186231169,0.00627496891053203,0.0698050370513564,-0.00443424265821315,0.0962458466450877,0.120420130705044,0.224836161856854,-0.0884653525716643,-0.00497913348233519,0.0508188846435782,30.6,0,0.433333333333333,10.287232819975,NA,14.9716944842308,8.84113997446849,NA,20.0233997081708,19,25,22,26,19,19,23,"f",4
6,0.833333333333333,1.1,0.733333333333333,1.43333333333333,3.6,1.26666666666667,1.2,0.766666666666667,4,3.42857142857143,0.831644443325403,0.879238806961054,0.992643242942834,0.420936605561101,560.640147253694,538.925491192865,1.97280066725864,1.05318346089314,3.10653741529757,2.8,0.733333333333333,2.36666666666667,0.633333333333333,164.766666666667,175.791154171811,118.6,46.1666666666667,136.702445554897,49.2530995582202,12,4,5,4,6,396.727272727273,350.666666666667,1,0,2.29371436695243,2.22080458730254,2.45157322689978,2.51195227618303,1.32571191728224,0.326593462088699,0.5,0.75,0.666666666666667,0.935483870967742,2177.5,0.479211053394793,0.419401665065922,0.401550469782117,0.46027425430844,0.357791019724527,0.456542509305534,0.375177874019721,0.401670364383095,0.439170773973068,0.342611954794039,0.578305981069495,0.54537308953537,0.383474112609101,0.51721589499425,0.392733616860687,195.25,641.25,0.967741935483871,0.258064516129032,0.258064516129032,0.32258064516129,0.129032258064516,-0.0399812335021125,-0.00657228743150105,0.00833274995217756,0.130011788959822,0.0868113349824594,-0.092889547342164,0.00126900841063856,-0.0673180536864993,0.272960502328665,-0.0535585009143856,-0.0609686934909221,0.118133776331841,-0.0496561105803459,0.176612508845921,-0.103448528857178,6.3,0,0,31.4881260312397,NA,NA,22.0062131941533,NA,NA,16,19,23,18,20,20,25,"m",5
7,0.3,0.333333333333333,0.0333333333333333,0.166666666666667,0.566666666666667,0.3,0.266666666666667,0.1,1,0.409090909090909,0.911684611677104,0.961523947640823,0.577350269189626,0.478943657322296,87.7761062453001,1598.11075961587,0,0.915385729888094,1.43198279062413,0.3,0.166666666666667,0.233333333333333,0.0333333333333333,28.4333333333333,54.1853036019619,22.0666666666667,6.36666666666667,43.7720847378652,22.8284204799455,8,4,4,1,4,64.125,1647,4.5,4.4311343692,0.58526175461321,0,0,0.773011667009256,1.43969500325629,1.43194562200144,0,0.2,1,1,543,0.36550078616149,0.349519569395764,0.347009867871767,0.37511109262607,NA,0.277566027917249,0.308508107420282,0.290379758060437,NA,NA,0.441295948731645,0.126898088120368,0.425616968822997,NA,NA,7.5,1657.2,0.387096774193548,0.161290322580645,0.129032258064516,0.0645161290322581,0.032258064516129,-0.0200071253165017,-0.0252205509116546,-0.0182395584576339,-0.0193354434690597,-0.00902743183789836,-0.00843522236464041,-0.00864194144001432,-0.000660409979053778,-0.000874224046743707,-0.00168253388465068,0.0157829582510694,0.226859781070172,-0.0661498511088176,0.00571022398888767,-0.054590843762607,15.8666666666667,3.33333333333333,5.66666666666667,17.903516803233,3.76903068234177,15.9604367551434,13.2126978206597,4.28009266716741,13.0321648870196,19,10,15,11,7,19,23,"m",5
8,0,0,2.63333333333333,2.6,1.9,0.833333333333333,0.7,0.2,2,1.86363636363636,0.988061057369661,NA,0.48177304112818,0.734530647327288,0,0,7.89120266903456,0,6.97623222749602,1.56666666666667,0,1.56666666666667,0.866666666666667,106.433333333333,154.336105086701,79.9666666666667,26.4666666666667,119.753333646877,74.430589435246,18,0,0,18,18,NA,NA,3.07210358237066,2.17470357246813,NA,NA,0,1.65298312145984,1.76759685306391,1.57966134885476,0,0.285714285714286,NA,0.6,NA,0.471370619133986,NA,NA,0.47258874609825,0.467889569986037,0.477032641688233,NA,NA,0.474037018121302,0.476580332723153,0.43895456884763,NA,NA,0.436598261062017,0.436324044377617,NA,NA,1.90322580645161,0,0,0.967741935483871,0.935483870967742,NA,NA,NA,NA,NA,0.124562263423222,0.0860432938847979,0.00184791071941557,0.0104757526340735,-0.0289313104773439,NA,NA,NA,NA,NA,54.6,7.9,21.2333333333333,36.9635318439574,12.4365144579932,37.6998960537716,26.5700383344745,8.81730150854924,28.7766062600693,25,25,22,23,24,19,18,"f",4
9,0,0,0,1.53333333333333,1.63333333333333,0.5,0.466666666666667,0.266666666666667,1.125,1.81818181818182,0.912789092271947,NA,0.885422004151433,0.169302737377462,0,0,3.94560133451728,0,1.61316423546231,1.23333333333333,0,1.23333333333333,0,59.5333333333333,95.4274352704653,36.4333333333333,23.1,59.2898684915655,58.1071246150976,0,0,0,0,7,NA,NA,2.85703339420523,2.14515465754144,NA,NA,NA,2.66507500614058,1.85641494241458,1.27237225972989,NA,0.727272727272727,NA,0.727272727272727,NA,0.410874279738728,NA,NA,0.410874279738728,NA,0.424939948704573,NA,NA,0.424939948704573,NA,0.304508366821329,NA,NA,0.304508366821329,NA,NA,NA,0.32258064516129,0,0,0.32258064516129,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.7,0,0,36.3754657902612,NA,NA,26.604196580119,NA,NA,20,21,21,21,13,20,20,"f",4
10,0.241379310344828,0,0,0.241379310344828,0.7,0.366666666666667,0.266666666666667,0.133333333333333,0.285714285714286,0.863636363636364,0.970142500145332,NA,0.670820393249937,0.127827498141228,294.875350637847,0,0,0.626062315579293,0.626062315579293,0.333333333333333,0.166666666666667,0.2,0,52.0666666666667,109.655867127128,32.8,19.2666666666667,62.8289412776386,67.0444697163027,3,3,0,0,3,471,NA,1,0,0,NA,NA,2.10501095460961,0.860621939758795,0.687335144618808,NA,0.333333333333333,NA,0.5,NA,0.381084477865585,NA,0.362399808226216,0.376849661333156,NA,0.381084477865585,NA,0.362399808226216,0.376849661333156,NA,NA,NA,NA,NA,NA,471,NA,0.193548387096774,0,0.0967741935483871,0.0967741935483871,0,0.165827831199426,-0.0110402631065598,0.221948542791042,-0.0664895807263588,-0.0283709585445239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5172413793103,0.551724137931034,0.862068965517241,42.7127879784375,17.4467082803726,20.1407586744045,33.0721251201685,14.3409277996457,12.5571568283114,25,22,17,23,25,23,21,"f",4
